first_name,last_name,score,style,YOE,IDE,Programming language,location,Number of github repos contributed to,Employer,OS,job title,age
Zuri,Berg ,5,tabs,8,Vim,Javascript,Europe,0,Spotify,Linux,Principal Engineer,37.8
Colt,Benitez ,5,spaces,19,Visual Studio,Javascript,Europe,0,Facebook,MacOS,Senior Engineer,37.8
Brooklyn,Vasquez ,1,tabs,8,Visual Studio,PHP,Europe,0,Twitter,MacOS,Principal Engineer,32
Griffin,Yu ,3,tabs,7,Visual Studio,Python,Antarctica,1,Uber,Windows,SWE 1,39.9
Skylar,Strickland ,3,tabs,7,Eclipse,Python,North America,0,Facebook,Linux,Distinguished Engineer,34.8
Sabrina,Christensen ,3,spaces,17,Eclipse,Swift,Antarctica,0,Snapchat,Windows,Senior Engineer,43.4
Tate,Vasquez ,5,tabs,5,Visual Studio,Javascript,Europe,2,Microsoft,Linux,Principal Engineer,30.7
Clara,Ali ,3,tabs,6,pyCharm,Python,Africa,0,Apple,MacOS,Principal Engineer,35.3
Gianna,Huerta ,4,tabs,7,Vim,Swift,Antarctica,1,Uber,Windows,SWE 2,48.7
Kali,Mcbride ,7,spaces,19,XCode,Javascript,Africa,2,Twitter,MacOS,Principal Engineer,37.3
Ember,Randall ,5,tabs,5,XCode,Swift,Europe,1,Apple,Windows,SWE 2,29.8
Lane,Camacho ,10,spaces,17,pyCharm,Python,Africa,0,Apple,Linux,Principal Engineer,39.1
Sawyer,Orr ,1,spaces,17,XCode,C#,Antarctica,2,Snapchat,MacOS,Senior Engineer,29
Camille,Chavez ,4,spaces,17,Intellij,C#,Antarctica,0,Instagram,Windows,SWE 2,28.2
Sterling,Blackburn ,10,spaces,16,VSCode,Python,Antarctica,0,Amazon,Windows,Senior Engineer,34.2
Aaliyah,Benson ,5,tabs,9,Intellij,Java,Antarctica,0,Uber,Windows,SWE 1,34.5
Selah,Jordan ,4,spaces,15,Eclipse,Java,Europe,2,Uber,MacOS,Senior Engineer,38
Charleigh,Lopez ,6,tabs,5,VSCode,Javascript,North America,0,Facebook,Linux,Principal Engineer,24.2
Emily,Foster ,2,tabs,8,pyCharm,Python,North America,0,Instagram,MacOS,Principal Engineer,30
Willa,Allen ,2,tabs,8,Eclipse,Java,Asia,0,Apple,Windows,SWE 2,33.2
Felix,Glass ,3,tabs,8,Visual Studio,Python,Africa,0,Apple,MacOS,Senior Engineer,41
Travis,Reyna ,3,tabs,7,pyCharm,Java,Antarctica,0,Apple,Windows,SWE 2,33.8
Peyton,Bowers ,6,tabs,7,VSCode,Python,Asia,2,Microsoft,Linux,Principal Engineer,26.6
Londyn,Padilla ,1,tabs,8,pyCharm,Javascript,Asia,0,Instagram,Windows,SWE 2,34.5
Selah,Flores ,3,tabs,7,Visual Studio,R,Antarctica,0,Spotify,Linux,Distinguished Engineer,40.1
Colton,Davidson ,6,tabs,6,Eclipse,R,North America,5,Microsoft,Windows,SWE 2,35
Rylee,Craig ,1,spaces,16,VSCode,Python,Africa,1,Twitter,Windows,SWE 1,28.9
Lillian,Gilbert ,7,spaces,20,Visual Studio,C++,Africa,2,Amazon,Windows,SWE 2,27.7
Luna,Villegas ,8,tabs,8,XCode,Javascript,Europe,0,Netflix,MacOS,Principal Engineer,30.7
Jaylen,Villa ,8,spaces,18,Visual Studio,Java,North America,0,Spotify,MacOS,Senior Engineer,33
Leonardo,Burnett ,8,spaces,14,Visual Studio,Python,North America,0,Amazon,Windows,Senior Engineer,31
Kason,Allen ,8,tabs,8,XCode,Javascript,Africa,0,Twitter,Windows,Senior Engineer,34.2
Graham,Manning ,2,tabs,6,XCode,C,North America,0,Instagram,Windows,SWE 2,31.4
Athena,Berry ,10,spaces,20,Visual Studio,Java,Antarctica,6,Snapchat,Windows,SWE 2,33.2
Grady,Dean ,6,spaces,20,Visual Studio,Swift,Africa,0,Instagram,MacOS,Senior Engineer,23.7
Riley,Stein ,5,spaces,17,Visual Studio,Python,Antarctica,0,Facebook,Linux,Principal Engineer,30.1
Christopher,Corona ,10,tabs,9,Eclipse,C++,Europe,0,Netflix,Windows,SWE 1,29.4
Hunter,Perkins ,3,tabs,5,Eclipse,PHP,Europe,0,Facebook,Windows,SWE 1,35.9
Lyla,Castillo ,2,tabs,7,Emacs,C,Europe,0,Uber,Linux,Distinguished Engineer,30.9
Eliana,Mckenzie ,4,tabs,5,VSCode,Swift,Asia,1,Twitter,Windows,SWE 2,32.6
Giovanni,Weeks ,7,spaces,14,Vim,C#,Africa,3,Snapchat,MacOS,Senior Engineer,31.5
William,Delgado ,0,tabs,7,Visual Studio,C#,Asia,0,Microsoft,Windows,SWE 2,34.3
Jade,Vazquez ,3,spaces,15,Visual Studio,C,Asia,0,Facebook,MacOS,Principal Engineer,39.1
Juliette,Bridges ,7,spaces,17,Vim,C,Asia,4,Twitter,Linux,Principal Engineer,36.9
Cecilia,Ayers ,8,spaces,14,VSCode,PHP,North America,0,Spotify,Windows,Senior Engineer,32.4
Kora,Burke ,2,tabs,9,VSCode,Swift,Europe,3,Spotify,Linux,Distinguished Engineer,32.3
Pedro,Castaneda ,9,tabs,6,XCode,R,Europe,0,Apple,MacOS,Principal Engineer,31.7
Vivienne,Buck ,2,tabs,8,Visual Studio,Java,Antarctica,0,Uber,Windows,Senior Engineer,29.5
Remy,Lynn ,9,spaces,13,Eclipse,Java,North America,0,Twitter,Windows,Senior Engineer,34.2
Gabriella,Khan ,5,tabs,9,Eclipse,Java,Europe,0,Spotify,Windows,SWE 2,36.5
Magnolia,Costa ,5,tabs,8,VSCode,R,Antarctica,0,Uber,MacOS,Senior Engineer,37.9
Callie,Maddox ,7,tabs,9,Eclipse,Python,Antarctica,5,Microsoft,Windows,SWE 1,30.6
Evelynn,Blackwell ,6,spaces,18,Visual Studio,C#,Africa,3,Microsoft,Windows,SWE 1,40.4
Clara,Hunter ,1,tabs,7,Visual Studio,C++,Africa,0,Google,MacOS,Senior Engineer,23.5
Santiago,Barrett ,4,tabs,8,Intellij,Javascript,Europe,2,Uber,Linux,Principal Engineer,40.2
Quinn,Nichols ,0,spaces,16,Visual Studio,C,Asia,3,Facebook,Windows,SWE 1,33.4
Juan,Koch ,9,spaces,14,Visual Studio,Javascript,Antarctica,0,Netflix,MacOS,Senior Engineer,34.5
Mia,Roberts ,4,tabs,5,Intellij,Java,Africa,0,Uber,Windows,SWE 2,39.4
Sara,Hale ,1,spaces,15,Eclipse,C,Antarctica,0,Instagram,MacOS,Senior Engineer,27.7
Abraham,Howard ,2,spaces,21,VSCode,C,Europe,0,Uber,MacOS,Senior Engineer,30.2
Myles,Glass ,3,tabs,6,Intellij,C#,Europe,1,Netflix,Windows,SWE 1,33.9
Miles,O?Neill ,1,tabs,6,pyCharm,C,Antarctica,0,Google,Windows,SWE 1,25.2
Logan,Sellers ,7,tabs,7,pyCharm,C++,Europe,2,Google,Windows,SWE 2,35.4
Jasmine,Carroll ,3,spaces,16,Visual Studio,Java,Asia,0,Amazon,Linux,Distinguished Engineer,35.9
Catalina,Roy ,6,tabs,8,Emacs,C#,Africa,2,Microsoft,Windows,SWE 2,31.6
Emory,Stewart ,3,tabs,9,Eclipse,C++,Europe,0,Apple,MacOS,Senior Engineer,30.4
Dylan,Farley ,5,spaces,14,Vim,GO,Europe,0,Snapchat,MacOS,Senior Engineer,29.5
Kayden,Short ,8,spaces,18,Visual Studio,Python,Antarctica,0,Amazon,MacOS,Principal Engineer,31.9
Amanda,Scott ,1,tabs,5,Visual Studio,Javascript,Antarctica,0,Microsoft,Windows,SWE 1,30
Brandon,Bond ,5,spaces,16,Vim,Python,Europe,0,Instagram,MacOS,Senior Engineer,33.7
Mila,Davenport ,1,tabs,7,Visual Studio,C,Asia,2,Netflix,Windows,SWE 1,32.9
Wren,Washington ,2,spaces,14,VSCode,PHP,Asia,0,Uber,Windows,SWE 2,27.9
Paxton,Parks ,9,spaces,14,VSCode,PHP,Asia,0,Amazon,MacOS,Senior Engineer,33
Killian,Christensen ,10,spaces,18,Emacs,Java,Asia,5,Apple,Windows,SWE 1,35.3
Juliet,Gray ,1,tabs,8,Intellij,C,Africa,0,Instagram,Windows,SWE 1,39.2
Santino,Atkins ,4,tabs,7,Emacs,Python,Europe,0,Spotify,Windows,SWE 1,29.7
Alexander,Barrett ,2,tabs,5,VSCode,Java,North America,0,Snapchat,Linux,Principal Engineer,30.6
Harvey,Maldonado ,6,spaces,14,Intellij,R,Asia,2,Microsoft,Linux,Principal Engineer,33.7
Emory,Keller ,8,spaces,16,pyCharm,Javascript,Asia,0,Microsoft,Windows,Senior Engineer,33.3
Eduardo,Walton ,5,spaces,19,VSCode,Python,Asia,0,Snapchat,MacOS,Principal Engineer,38.1
Jessica,Barnett ,2,spaces,18,Visual Studio,C#,Antarctica,0,Instagram,MacOS,Senior Engineer,30
Lilly,Brewer ,5,spaces,17,Intellij,C#,Antarctica,0,Uber,Linux,Principal Engineer,40.5
Wilder,Sullivan ,1,tabs,8,VSCode,C#,Europe,0,Snapchat,Windows,SWE 2,34.8
Skye,Collins ,5,spaces,15,pyCharm,C#,North America,0,Spotify,Linux,Principal Engineer,36
Eva,Stewart ,1,tabs,7,Eclipse,C,Asia,0,Amazon,Linux,Distinguished Engineer,29.8
Royal,Beard ,6,tabs,6,Visual Studio,PHP,Antarctica,0,Microsoft,Windows,SWE 1,31.8
Celine,Giles ,5,spaces,15,Vim,C#,Europe,0,Uber,MacOS,Senior Engineer,35.6
Cody,Lara ,3,tabs,8,Intellij,C++,Antarctica,3,Twitter,Windows,SWE 1,33.2
Maddison,Hunter ,8,tabs,6,Emacs,Java,Africa,0,Twitter,MacOS,Senior Engineer,30.5
Hendrix,Tapia ,4,spaces,16,Emacs,C++,Antarctica,1,Snapchat,Windows,SWE 1,32.2
William,Wall ,2,spaces,15,Vim,C,North America,0,Spotify,Windows,SWE 2,29.3
Dean,Mcguire ,8,spaces,16,VSCode,Python,North America,0,Apple,MacOS,Principal Engineer,31.2
Amiyah,Estrada ,5,tabs,6,Intellij,Java,Asia,0,Apple,Linux,Principal Engineer,35.4
Joanna,Mahoney ,7,tabs,7,Intellij,PHP,Asia,3,Amazon,Windows,SWE 2,33.1
Rylee,Yu ,6,spaces,16,Visual Studio,R,Europe,0,Apple,MacOS,Senior Engineer,29.4
Beckett,Manning ,7,spaces,18,Eclipse,C++,Africa,2,Facebook,Windows,SWE 2,31.3
Brian,Yoder ,2,tabs,5,Emacs,C,Antarctica,1,Facebook,Windows,SWE 2,29.8
Brooklyn,Henson ,3,spaces,14,VSCode,PHP,Europe,1,Instagram,Windows,SWE 2,36.2
Adeline,Dunlap ,6,spaces,16,Visual Studio,Python,Asia,0,Microsoft,Windows,SWE 1,29.2
Everett,Stuart ,9,spaces,18,Visual Studio,C#,Europe,0,Snapchat,Windows,SWE 1,28
Georgia,Lu ,9,spaces,19,XCode,C,North America,0,Snapchat,Windows,SWE 2,30.4
Brandon,Vargas ,6,tabs,6,Visual Studio,C,Africa,0,Snapchat,MacOS,Senior Engineer,30.6
Angel,Tang ,8,spaces,14,Visual Studio,Java,Antarctica,0,Amazon,Windows,SWE 1,28.9
Manuel,Mcbride ,4,tabs,5,Eclipse,C#,Europe,4,Uber,Windows,SWE 2,40.4
Remi,Jensen ,0,tabs,5,Intellij,C#,Antarctica,0,Apple,Windows,SWE 1,36
Michelle,Palacios ,1,spaces,19,Visual Studio,Python,Antarctica,0,Google,MacOS,Principal Engineer,38.2
Malachi,Portillo ,1,tabs,6,Eclipse,Javascript,Antarctica,0,Facebook,Linux,Principal Engineer,30.8
Ari,Vincent ,0,tabs,8,Intellij,C#,Africa,0,Google,Windows,SWE 1,38.1
Prince,Stout ,1,tabs,6,Visual Studio,R,Asia,0,Netflix,Linux,Distinguished Engineer,33.2
Brayden,Long ,7,tabs,7,Vim,Python,Europe,2,Microsoft,Windows,SWE 2,31.7
Xander,Barajas ,6,spaces,14,Visual Studio,Java,Europe,3,Google,Windows,SWE 2,24.8
Cora,Sims ,6,spaces,17,VSCode,Python,Asia,0,Facebook,Windows,SWE 1,35.3
Isaac,Foley ,3,tabs,7,XCode,C,Europe,0,Netflix,Windows,SWE 1,34.4
Noelle,Matthews ,9,spaces,16,Visual Studio,Javascript,Antarctica,0,Twitter,Windows,Senior Engineer,37.6
Amina,Peralta ,6,spaces,15,VSCode,Javascript,Europe,0,Twitter,Windows,SWE 1,31.9
Declan,Nu¤ez ,8,tabs,6,pyCharm,Python,Europe,0,Twitter,Windows,Senior Engineer,31.6
Ian,Rollins ,5,tabs,7,Intellij,R,Antarctica,1,Snapchat,Windows,SWE 2,42.9
Makenna,Barton ,8,spaces,16,Visual Studio,Javascript,North America,2,Microsoft,Windows,SWE 2,31
Allie,Gould ,4,tabs,6,VSCode,PHP,Europe,0,Microsoft,Linux,Principal Engineer,33.1
Finn,Bryan ,9,spaces,18,Eclipse,R,Europe,0,Apple,Linux,Distinguished Engineer,25.3
Maeve,Everett ,8,spaces,18,Eclipse,Java,North America,0,Twitter,MacOS,Senior Engineer,30.3
Edwin,Spencer ,4,spaces,19,Visual Studio,Python,Europe,0,Microsoft,MacOS,Principal Engineer,41.8
Ariella,Gentry ,0,tabs,5,Visual Studio,Java,Africa,3,Uber,MacOS,Senior Engineer,32.2
Jax,Richardson ,2,spaces,16,Visual Studio,C#,Africa,1,Twitter,Windows,SWE 1,33.6
Maximiliano,Abbott ,3,tabs,9,Intellij,C,Europe,3,Google,MacOS,Senior Engineer,37.3
Atlas,Sanders ,3,spaces,15,Visual Studio,Python,Africa,0,Uber,Windows,Senior Engineer,31.4
Kayleigh,Gentry ,4,spaces,15,Visual Studio,Python,Africa,0,Twitter,Windows,SWE 2,30.2
Ana,Vasquez ,5,spaces,18,VSCode,C++,Europe,0,Netflix,MacOS,Senior Engineer,35
Martin,Russo ,8,spaces,13,Visual Studio,Swift,Africa,3,Microsoft,Windows,SWE 1,30.8
Ariana,Everett ,3,tabs,6,Intellij,C++,Asia,0,Uber,Windows,SWE 2,35.2
Blake,Collins ,1,tabs,8,Eclipse,Python,North America,2,Google,Windows,SWE 2,28.4
Keegan,?vila ,10,tabs,9,Visual Studio,C#,North America,0,Apple,Windows,SWE 1,30.7
Matthias,Peck ,3,tabs,9,pyCharm,C,Antarctica,0,Snapchat,MacOS,Principal Engineer,41.2
William,Davidson ,5,tabs,8,pyCharm,Javascript,Africa,0,Twitter,Linux,Principal Engineer,37.5
Charleigh,Berger ,5,tabs,7,Visual Studio,C#,Africa,3,Instagram,Linux,Principal Engineer,31.1
Remy,Clements ,7,tabs,7,XCode,R,Asia,0,Amazon,Linux,Distinguished Engineer,30.1
Malik,Foster ,7,tabs,8,VSCode,GO,Europe,0,Netflix,MacOS,Principal Engineer,20.7
Nicolas,Meza ,9,tabs,6,Emacs,C#,North America,0,Apple,MacOS,Principal Engineer,39.4
Jordan,Calhoun ,9,spaces,17,Emacs,Javascript,North America,0,Microsoft,Windows,SWE 1,22.5
Anna,Peterson ,6,tabs,7,XCode,C++,North America,0,Netflix,MacOS,Senior Engineer,30.9
Niko,Anthony ,2,tabs,6,Emacs,PHP,Africa,0,Snapchat,Linux,Distinguished Engineer,28.9
Eric,Arias ,7,spaces,20,Eclipse,PHP,North America,0,Amazon,MacOS,Principal Engineer,29.7
Margot,Pitts ,4,tabs,7,VSCode,Python,Asia,0,Snapchat,Windows,SWE 2,38.7
Daniella,Douglas ,6,spaces,16,Intellij,R,North America,4,Twitter,MacOS,Senior Engineer,34.2
Gianni,Galindo ,3,spaces,17,Visual Studio,Java,Asia,0,Twitter,MacOS,Principal Engineer,35.6
Demi,Chen ,8,tabs,6,pyCharm,GO,Europe,1,Microsoft,Windows,SWE 2,34.6
Amanda,West ,6,tabs,9,Eclipse,Javascript,Africa,0,Instagram,Windows,SWE 1,30
Ellis,Lewis ,3,spaces,17,VSCode,C#,Antarctica,1,Twitter,MacOS,Principal Engineer,33.3
Alessandra,Villalobos ,8,spaces,14,Visual Studio,Python,North America,0,Amazon,Windows,SWE 2,29.9
Hank,Briggs ,6,tabs,6,VSCode,Javascript,North America,0,Microsoft,Windows,SWE 1,30.8
Bradley,Proctor ,3,tabs,6,pyCharm,PHP,Asia,3,Apple,Windows,SWE 2,33.3
Giselle,Vasquez ,1,tabs,6,XCode,Python,Asia,3,Instagram,Windows,SWE 2,30.7
Sawyer,Hartman ,7,tabs,8,XCode,R,North America,0,Google,Linux,Principal Engineer,33.8
Theo,Vaughan ,8,tabs,7,Eclipse,Swift,Antarctica,0,Microsoft,Windows,SWE 1,32.8
Annie,Mcdonald ,6,spaces,15,pyCharm,C#,Antarctica,0,Facebook,Windows,SWE 2,32.9
Peyton,Barnett ,9,spaces,14,Intellij,C#,Africa,5,Microsoft,MacOS,Principal Engineer,35.2
Kingston,Sanchez ,3,tabs,6,Eclipse,Java,Asia,1,Microsoft,MacOS,Senior Engineer,30.1
Brooke,Moore ,7,tabs,7,VSCode,Javascript,Africa,0,Uber,Windows,SWE 1,28.8
Adan,Harrington ,4,spaces,17,Visual Studio,C++,Antarctica,0,Twitter,Windows,SWE 2,37.7
Andrew,Phillips ,9,tabs,7,Visual Studio,Java,Europe,3,Apple,Linux,Principal Engineer,28.7
Piper,Archer ,5,spaces,16,Visual Studio,Swift,North America,0,Spotify,Windows,SWE 2,30.7
Gracelyn,Vang ,6,tabs,8,Vim,R,Asia,0,Apple,Windows,SWE 1,32.5
Samara,Ellis ,8,spaces,18,Visual Studio,Swift,North America,0,Twitter,MacOS,Senior Engineer,31
Callum,Rojas ,4,tabs,9,XCode,Javascript,Africa,0,Snapchat,Windows,SWE 1,31.9
Melody,Hail ,5,spaces,14,Visual Studio,Python,Antarctica,0,Amazon,Windows,SWE 1,33.5
Muhammad,Friedman ,9,spaces,16,Visual Studio,PHP,North America,0,Apple,MacOS,Principal Engineer,33.3
Jane,Abbott ,4,tabs,7,Visual Studio,C++,Antarctica,0,Microsoft,Windows,SWE 1,35.9
Taylor,Choi ,9,spaces,17,Visual Studio,Java,Antarctica,0,Uber,Windows,SWE 1,36
Jeremiah,Woodward ,3,tabs,8,Visual Studio,PHP,Asia,2,Apple,MacOS,Senior Engineer,35.4
Kyson,Howard ,7,tabs,5,Intellij,GO,North America,4,Netflix,MacOS,Senior Engineer,27.8
Sage,Gallegos ,10,tabs,7,Vim,Java,Asia,0,Facebook,Windows,SWE 1,38.3
Danielle,Reed ,4,spaces,15,XCode,Python,Africa,4,Netflix,Windows,SWE 1,35.1
Lila,Hall ,5,spaces,14,Visual Studio,Java,Antarctica,0,Snapchat,Windows,SWE 2,32.1
Lennox,House ,3,tabs,9,Intellij,C,Antarctica,0,Facebook,Windows,SWE 1,39.6
Romeo,Williams ,7,spaces,16,Visual Studio,PHP,Antarctica,1,Apple,Windows,SWE 2,25
Noa,David ,9,spaces,13,VSCode,C#,North America,0,Twitter,Windows,SWE 1,25.2
Haven,Wolfe ,8,tabs,9,XCode,Python,North America,0,Uber,Windows,SWE 2,32.3
Leia,Rasmussen ,1,tabs,9,pyCharm,C++,Asia,0,Amazon,MacOS,Senior Engineer,33.2
Weston,Walton ,7,tabs,5,Visual Studio,Python,Asia,0,Snapchat,MacOS,Senior Engineer,40.2
Lexi,Farley ,1,tabs,8,Eclipse,PHP,Africa,0,Spotify,MacOS,Principal Engineer,33.5
Troy,Estrada ,1,spaces,17,Vim,C#,Europe,0,Snapchat,MacOS,Principal Engineer,32
Conor,Mcdaniel ,4,spaces,16,Visual Studio,R,Africa,0,Instagram,Windows,SWE 1,37.9
Camila,Owen ,1,tabs,6,Visual Studio,Java,Asia,2,Uber,Linux,Distinguished Engineer,34.3
Trevor,Thompson ,9,spaces,17,Visual Studio,Javascript,North America,5,Amazon,Windows,SWE 2,27.6
Nayeli,Whitney ,4,tabs,8,Visual Studio,C++,Asia,2,Apple,Linux,Principal Engineer,37.3
Orion,Byrd ,6,tabs,7,Eclipse,Python,Africa,0,Facebook,MacOS,Principal Engineer,23.8
Kate,Gallegos ,7,spaces,14,pyCharm,Java,Africa,0,Spotify,Linux,Principal Engineer,33.5
Gracelynn,Buchanan ,9,spaces,18,VSCode,C#,Europe,1,Apple,Linux,Principal Engineer,36
Jayce,Gill ,8,spaces,18,Emacs,Javascript,Africa,4,Microsoft,Linux,Distinguished Engineer,32.5
Quinn,Curry ,3,spaces,17,Eclipse,Java,Europe,0,Snapchat,MacOS,Principal Engineer,34.3
Ella,Jackson ,1,tabs,8,VSCode,Java,Asia,0,Instagram,Linux,Distinguished Engineer,27
Colin,Mcmahon ,7,spaces,13,Visual Studio,Python,North America,0,Twitter,Windows,SWE 2,31.8
Forrest,Combs ,7,spaces,15,Visual Studio,C++,Antarctica,3,Spotify,Windows,SWE 1,39
Nina,Savage ,3,tabs,7,Eclipse,PHP,Africa,0,Microsoft,MacOS,Senior Engineer,38.9
Royce,Cordova ,4,spaces,16,VSCode,Python,Antarctica,0,Google,Windows,SWE 2,37
Mariana,Sawyer ,3,spaces,16,Visual Studio,Java,Asia,1,Spotify,Linux,Principal Engineer,42.6
Brianna,Sosa ,4,tabs,6,pyCharm,Python,Europe,3,Snapchat,MacOS,Senior Engineer,28.2
Messiah,Porter ,0,tabs,8,VSCode,PHP,Europe,1,Google,MacOS,Senior Engineer,29.4
Sullivan,Jaramillo ,9,tabs,5,VSCode,C,North America,0,Apple,Windows,SWE 2,28.7
Quinn,Woodward ,4,spaces,19,Vim,C#,Africa,3,Uber,MacOS,Senior Engineer,29
Madison,Montes ,10,spaces,13,XCode,R,Antarctica,0,Snapchat,Windows,SWE 1,24.7
Adriana,Richards ,4,tabs,8,XCode,GO,Asia,0,Microsoft,MacOS,Senior Engineer,28.1
Reed,Ahmed ,6,spaces,15,Visual Studio,Python,Europe,0,Uber,MacOS,Senior Engineer,24.6
Robert,Hickman ,4,tabs,6,XCode,GO,Antarctica,0,Amazon,Windows,SWE 1,31.9
Major,Figueroa ,7,spaces,12,Intellij,R,Europe,1,Apple,Windows,SWE 2,34.8
Zoey,Roman ,9,spaces,16,Visual Studio,Python,Europe,0,Netflix,Windows,Senior Engineer,32.5
Quinn,Hurley ,2,spaces,16,Emacs,C#,Antarctica,0,Spotify,Windows,SWE 2,31.8
Kamden,Robles ,1,tabs,7,Eclipse,C#,Antarctica,0,Twitter,Windows,SWE 1,36.6
Kamila,Blair ,8,spaces,15,VSCode,PHP,North America,2,Apple,Windows,SWE 2,33.1
Micah,Hendricks ,10,spaces,16,Visual Studio,C,Europe,0,Apple,Windows,Senior Engineer,37.9
King,Gaines ,5,tabs,8,Vim,Javascript,Antarctica,4,Snapchat,MacOS,Senior Engineer,37.2
Kayden,Wright ,2,tabs,6,Emacs,C#,Antarctica,0,Microsoft,MacOS,Principal Engineer,30
Andres,Meyer ,1,tabs,7,Eclipse,Java,Europe,0,Microsoft,Linux,Distinguished Engineer,24.3
Carmen,Bond ,7,spaces,20,Vim,GO,North America,0,Facebook,Windows,SWE 1,26.8
Evangeline,Hancock ,4,tabs,9,Visual Studio,C++,Africa,0,Amazon,Windows,SWE 1,30.4
Emerson,Clements ,9,spaces,16,Visual Studio,GO,Europe,5,Spotify,Windows,SWE 1,31.6
Daleyza,Mullins ,0,tabs,9,Emacs,Java,Europe,0,Twitter,Linux,Distinguished Engineer,29.7
Laila,Reid ,3,tabs,6,XCode,Swift,Antarctica,0,Facebook,MacOS,Senior Engineer,29.5
Sofia,Leal ,8,tabs,9,Vim,Java,Africa,0,Microsoft,Windows,SWE 2,28
Peter,Williamson ,4,tabs,7,Eclipse,Swift,Asia,0,Spotify,Windows,SWE 2,40.6
Eva,Cano ,5,spaces,15,Emacs,C++,Africa,0,Snapchat,Linux,Principal Engineer,37.9
Melissa,Fitzpatrick ,7,tabs,7,VSCode,PHP,North America,5,Spotify,Windows,SWE 2,33.8
Hazel,Salgado ,0,spaces,15,Visual Studio,C++,Europe,0,Snapchat,Windows,SWE 2,38.4
Stephen,Melton ,6,tabs,5,XCode,C#,Antarctica,0,Apple,Windows,SWE 1,34.6
Adelaide,Vazquez ,10,spaces,13,VSCode,Swift,Europe,0,Apple,Windows,Senior Engineer,41.4
Dominic,Webb ,6,spaces,19,Visual Studio,GO,Europe,0,Microsoft,Linux,Principal Engineer,35.7
Alexis,Pittman ,9,spaces,16,Visual Studio,C,Antarctica,0,Apple,MacOS,Principal Engineer,36.4
Jax,Robbins ,5,spaces,13,VSCode,C#,Africa,4,Google,Windows,SWE 2,44.7
Luna,Keller ,9,spaces,15,VSCode,Javascript,North America,0,Google,MacOS,Principal Engineer,32.6
Malia,Boyd ,2,spaces,16,VSCode,PHP,Europe,0,Spotify,MacOS,Senior Engineer,31.3
Hudson,Kim ,2,spaces,18,Eclipse,Java,Asia,1,Amazon,Linux,Distinguished Engineer,31.5
Jaiden,Stark ,0,tabs,8,VSCode,PHP,Antarctica,0,Google,Windows,SWE 2,21.5
Francis,Norton ,1,tabs,5,Emacs,C,Asia,2,Spotify,MacOS,Principal Engineer,34.2
Grayson,Mccormick ,5,spaces,16,Visual Studio,Python,Antarctica,0,Spotify,MacOS,Senior Engineer,36.2
Rory,Newton ,1,spaces,17,Visual Studio,C,Asia,0,Google,Linux,Distinguished Engineer,27.7
Alexandria,Johnson ,1,tabs,9,VSCode,C#,Antarctica,0,Snapchat,Windows,SWE 2,32.3
Averie,Perry ,2,tabs,5,Visual Studio,Swift,Europe,0,Microsoft,MacOS,Principal Engineer,32.1
Rylee,Newman ,2,tabs,7,XCode,Java,Asia,1,Microsoft,Windows,SWE 2,27
Luciana,Beard ,4,spaces,14,Visual Studio,Python,Asia,0,Spotify,Windows,SWE 1,37.3
Zyaire,Booker ,9,spaces,14,Visual Studio,C#,Asia,0,Apple,Windows,SWE 2,34.7
Asher,Payne ,7,tabs,7,Eclipse,Javascript,Africa,0,Apple,Linux,Principal Engineer,32.9
Cesar,Fernandez ,7,spaces,17,Visual Studio,Javascript,Europe,0,Amazon,Windows,SWE 2,29.4
Makenna,Sawyer ,4,spaces,16,VSCode,Javascript,Europe,0,Amazon,Windows,SWE 1,38.6
Veronica,Carpenter ,9,spaces,17,Visual Studio,C#,Asia,0,Microsoft,Linux,Principal Engineer,32.8
Lena,Cortz ,5,tabs,9,VSCode,Python,North America,0,Uber,Windows,SWE 2,40.6
Charli,Crane ,8,spaces,15,VSCode,C#,Africa,0,Amazon,Windows,SWE 1,32.3
Kyla,Warren ,4,spaces,16,Visual Studio,R,Antarctica,0,Snapchat,Windows,SWE 1,39.8
Juniper,Carroll ,2,spaces,16,Intellij,C,Europe,0,Uber,Windows,SWE 1,31.3
Maddox,Ali ,1,tabs,6,VSCode,Java,Antarctica,0,Twitter,Linux,Distinguished Engineer,35
Jasper,Khan ,4,spaces,16,Intellij,Python,Antarctica,0,Instagram,MacOS,Senior Engineer,34.4
Nova,Jimenez ,1,tabs,7,Visual Studio,C#,Asia,0,Facebook,Windows,SWE 2,37.3
Matilda,Wilson ,1,tabs,7,Eclipse,C,Antarctica,4,Spotify,Windows,SWE 2,24.2
Ruth,Parra ,8,tabs,8,Eclipse,C,Antarctica,0,Snapchat,Windows,Senior Engineer,30.9
Raymond,Bridges ,4,spaces,14,Intellij,R,Antarctica,1,Instagram,Windows,SWE 1,38.2
Weston,Gordon ,9,spaces,13,Emacs,C#,Antarctica,4,Google,Windows,SWE 1,34.1
Leonidas,Cain ,8,spaces,14,Vim,PHP,North America,0,Apple,MacOS,Senior Engineer,32.9
Tanner,Jacobson ,1,tabs,8,Eclipse,C#,Antarctica,0,Facebook,MacOS,Senior Engineer,26.6
Isabella,Atkinson ,3,tabs,5,Emacs,C++,Africa,0,Snapchat,MacOS,Senior Engineer,38.6
Maggie,West ,1,tabs,7,Vim,Python,Europe,0,Microsoft,MacOS,Principal Engineer,35
